,id,label,value
12064,v961226,"Yes, favor",1
21884,v961226,"No, don't favor",5
31815,v961226,"Inap, no Post IW",0
41516,v961226,DK,8
12065,v961227,"Yes, favor",1
21885,v961227,"No, don't favor",5
31816,v961227,"Inap, no Post IW",0
41517,v961227,DK,8
12066,v961228,"Yes, favor",1
21886,v961228,"No, don't favor",5
31817,v961228,"Inap, no Post IW",0
41518,v961228,DK,8
12067,v961222,Very good,1
21887,v961222,Fairly good,2
31818,v961222,Fairly bad,3
41519,v961222,Very bad,4
51207,v961222,"Inap, no Post IW",0
6915,v961222,DK,8
12068,v961223,Very good,1
21888,v961223,Fairly good,2
31819,v961223,Fairly bad,3
41520,v961223,Very bad,4
51208,v961223,"Inap, no Post IW",0
6916,v961223,DK,8
12069,v961224,Very good,1
21889,v961224,Fairly good,2
31820,v961224,Fairly bad,3
41521,v961224,Very bad,4
51209,v961224,"Inap, no Post IW",0
6917,v961224,DK,8
12070,v961225,Very good,1
21890,v961225,Fairly good,2
31821,v961225,Fairly bad,3
41522,v961225,Very bad,4
51210,v961225,"Inap, no Post IW",0
6918,v961225,DK,8
12071,v961229,Agree strongly,1
21891,v961229,Agree somewhat,2
31822,v961229,Neither agree nor disagree,3
41523,v961229,Disagree somewhat,4
51211,v961229,Disagree strongly,5
6919,v961229,"Inap, no Post IW",0
7687,v961229,DK,8
12072,v961230,Agree strongly,1
21892,v961230,Agree somewhat,2
31823,v961230,Neither agree nor disagree,3
41524,v961230,Disagree somewhat,4
51212,v961230,Disagree strongly,5
6920,v961230,"Inap, no Post IW",0
7688,v961230,DK,8
12073,v961231,Agree strongly,1
21893,v961231,Agree somewhat,2
31824,v961231,Neither agree nor disagree,3
41525,v961231,Disagree somewhat,4
51213,v961231,Disagree strongly,5
6921,v961231,"Inap, no Post IW",0
7689,v961231,DK,8
12074,v961232,Agree strongly,1
21894,v961232,Agree somewhat,2
31825,v961232,Neither agree nor disagree,3
41526,v961232,Disagree somewhat,4
51214,v961232,Disagree strongly,5
6922,v961232,"Inap, no Post IW",0
7690,v961232,DK,8
12075,v961233,Agree strongly,1
21895,v961233,Agree somewhat,2
31826,v961233,Neither agree nor disagree,3
41527,v961233,Disagree somewhat,4
51215,v961233,Disagree strongly,5
6923,v961233,"Inap, no Post IW",0
7691,v961233,DK,8
12076,v961234,Agree strongly,1
21896,v961234,Agree somewhat,2
31827,v961234,Neither agree nor disagree,3
41528,v961234,Disagree somewhat,4
51216,v961234,Disagree strongly,5
6924,v961234,"Inap, no Post IW",0
7692,v961234,DK,8
12077,v961235,Agree strongly,1
21897,v961235,Agree somewhat,2
31828,v961235,Neither agree nor disagree,3
41529,v961235,Disagree somewhat,4
51217,v961235,Disagree strongly,5
6925,v961235,"Inap, no Post IW",0
12078,v961236,Agree strongly,1
21898,v961236,Agree somewhat,2
31829,v961236,Neither agree nor disagree,3
41530,v961236,Disagree somewhat,4
51218,v961236,Disagree strongly,5
6926,v961236,"Inap, no Post IW",0
7693,v961236,DK,8
12079,v961237,Agree strongly,1
21899,v961237,Agree somewhat,2
31830,v961237,Neither agree nor disagree,3
41531,v961237,Disagree somewhat,4
51219,v961237,Disagree strongly,5
6927,v961237,Inap,0
7694,v961237,DK,8
12080,v961238,Agree strongly,1
21900,v961238,Agree somewhat,2
31831,v961238,Neither agree nor disagree,3
41532,v961238,Disagree somewhat,4
51220,v961238,Disagree strongly,5
6928,v961238,"Inap, no Post IW",0
7695,v961238,DK,8
12081,v961239,ABC,1
21901,v961239,NBC,2
31832,v961239,CBS,3
41533,v961239,CNN,4
51221,v961239,Don't watch/have television (VOL),5
6929,v961239,R gave number or call letter of TV channel only (NFS) (VOL),6
7696,v961239,Other (specify) (VOL),7
8564,v961239,"Inap, no Post IW",0
9293,v961239,DK,8
12082,v961240,"Inap, 5 in L3a; no Post IW",0
21902,v961240,ABC,1
31833,v961240,NBC,2
41534,v961240,CBS,3
51222,v961240,CNN,4
6930,v961240,R gave number or call letter of TV channel only (NFS) (VOL),6
7697,v961240,Other (specify) (VOL),7
8565,v961240,DK,8
12083,v961241,ABC,1
21903,v961241,NBC,2
31834,v961241,CBS,3
41535,v961241,CNN,4
51223,v961241,R gave number or call letter of TV channel only (NFS) (VOL),6
6931,v961241,Other (specify) (VOL),7
7698,v961241,"Inap, 5 in L3a; no Post IW",0
8566,v961241,DK,8
12084,v961242,ABC,1
21904,v961242,NBC,2
31835,v961242,CBS,3
41536,v961242,CNN,4
51224,v961242,R gave number or call letter of TV channel only (NFS) (VOL),6
6932,v961242,Other (specify) (VOL),7
7699,v961242,"Inap, 5 in L3a; no Post IW",0
8567,v961242,DK,8
12085,v961243,Very good,1
21905,v961243,Good,2
31836,v961243,Neither good nor bad,3
41537,v961243,Bad,4
51225,v961243,Very bad,5
6933,v961243,"Inap, no Post IW",0
7700,v961243,DK,8
12086,v961244,Agree strongly,1
21906,v961244,Agree somewhat,2
31837,v961244,Neither agree nor disagree,3
41538,v961244,Disagree somewhat,4
51226,v961244,Disagree strongly,5
6934,v961244,"Inap, no Post IW",0
7701,v961244,DK,8
12087,v961245,Agree strongly,1
21907,v961245,Agree somewhat,2
31838,v961245,Neither agree nor disagree,3
41539,v961245,Disagree somewhat,4
51227,v961245,Disagree strongly,5
6935,v961245,"Inap, no Post IW",0
7702,v961245,DK,8
12088,v961246,Agree strongly,1
21908,v961246,Agree somewhat,2
31839,v961246,Neither agree nor disagree,3
41540,v961246,Disagree somewhat,4
51228,v961246,Disagree strongly,5
6936,v961246,"Inap, no Post IW",0
7703,v961246,DK,8
12089,v961247,Agree strongly,1
21909,v961247,Agree somewhat,2
31840,v961247,Neither agree nor disagree,3
41541,v961247,Disagree somewhat,4
51229,v961247,Disagree strongly,5
6937,v961247,"Inap, no Post IW",0
7704,v961247,DK,8
12090,v961248,Agree strongly,1
21910,v961248,Agree somewhat,2
31841,v961248,Neither agree nor disagree,3
41542,v961248,Disagree somewhat,4
51230,v961248,Disagree strongly,5
6938,v961248,"Inap, no Post IW",0
7705,v961248,DK,8
12091,v961249,Agree strongly,1
21911,v961249,Agree somewhat,2
31842,v961249,Neither agree nor disagree,3
41543,v961249,Disagree somewhat,4
51231,v961249,Disagree strongly,5
6939,v961249,"Inap, no Post IW",0
7706,v961249,DK,8
12092,v961250,Agree strongly,1
21912,v961250,Agree somewhat,2
31843,v961250,Neither agree nor disagree,3
41544,v961250,Disagree somewhat,4
51232,v961250,Disagree strongly,5
6940,v961250,"Inap, no Post IW",0
7707,v961250,DK,8
12093,v961251,Just about always,1
21913,v961251,Most of the time,2
31844,v961251,Only some of the time,3
41545,v961251,Never (VOL),4
51233,v961251,"Inap, no Post IW",0
6941,v961251,DK,8
12094,v961252,Waste a lot,1
21914,v961252,Waste some,3
31845,v961252,Don't waste very much,5
41546,v961252,"Inap, no Post IW",0
51234,v961252,DK,8
12095,v961253,Gov't run by a few big interests,1
21915,v961253,Gov't run for the benefit of all,5
31846,v961253,"Inap, no Post IW",0
41547,v961253,DK,8
12096,v961254,Quite a few are crooked,1
21916,v961254,Not very many are crooked,3
31847,v961254,Hardly any are crooked,5
41548,v961254,"Inap, no Post IW",0
51235,v961254,DK,8
12097,v961255,A good deal,1
21917,v961255,Some,3
31848,v961255,Not much,5
41549,v961255,"Inap, no Post IW",0
51236,v961255,DK,8
12098,v961256,A good deal,1
21918,v961256,Some,3
31849,v961256,Not much,5
41550,v961256,"Inap, no Post IW",0
51237,v961256,DK,8
12099,v961257,Yes,1
21919,v961257,No,5
31850,v961257,"Inap, no Post IW",0
41551,v961257,DK,8
12174,v961258,Most people can be trusted,1
21920,v961258,You can't be too careful in dealing with people,5
31851,v961258,"Inap, no Post IW",0
41552,v961258,DK,8
12175,v961259,Most people would try to take advantage,1
21921,v961259,They would try to be fair,5
31852,v961259,"Inap, no Post IW",0
41553,v961259,DK,8
12176,v961260,Yes,1
21922,v961260,No,5
31853,v961260,"Inap, no Post IW",0
12177,v961261,Just one,1
21923,v961261,Two or three,2
31854,v961261,Four or five,4
41554,v961261,More than five,5
51238,v961261,"Inap, 5,8,9 in N4; no Post IW",0
6942,v961261,DK,8
12178,v961262,Happy to do it,1
21924,v961262,Rather not serve,5
31855,v961262,"Inap, no Post IW",0
41555,v961262,DK,8
12179,v961263,Yes,1
21925,v961263,No,5
31856,v961263,"Inap, no Post IW",0
12180,v961264,Yes,1
21926,v961264,No,5
31857,v961264,"Inap, no Post IW",0
12181,v961265,Gone up,1
21927,v961265,Gone down,3
31858,v961265,Stayed about the same,5
41556,v961265,"Inap, no Post IW",0
51239,v961265,DK,8
12182,v961266,Gone up a lot,1
21928,v961266,Gone up a little,2
31859,v961266,Same (5 in N8),3
41557,v961266,Gone down a little,4
51240,v961266,Gone down a lot,5
6943,v961266,"Inap, 8,9 in N8; no Post IW",0
12183,v961267,"Yes, they should have to have affirmative action",1
21929,v961267,"No, they should not have to have affirmative action",5
31860,v961267,Other (specify) (VOL),7
41558,v961267,"Inap, no Post IW",0
51241,v961267,DK,8
12184,v961268,Strongly  feel should have to have affirmative action,1
21930,v961268,Not strongly  feel should have to have affirmative action,2
31861,v961268,Not strongly feel should not have to have affirmative action,4
41559,v961268,Strongly feel should not have to have affirmative action,5
51242,v961268,"Inap, 7,8,9 in N10; no Post IW",0
6944,v961268,DK,8
12185,v961269,Extremely liberal,1
21931,v961269,Liberal,2
31862,v961269,Slightly liberal,3
41560,v961269,Moderate,4
51243,v961269,Slightly conservative,5
6945,v961269,Conservative,6
7708,v961269,Extremely conservative,7
8568,v961269,Haven't thought much about it,0
9294,v961269,DK,8
10222,v961269,"NA; Inap, no Post IW",9
12186,v961270,Liberal,1
21932,v961270,Moderate; middle of the road (vol),3
31863,v961270,Conservative,5
41561,v961270,Refuses to choose (vol),7
51244,v961270,"Inap, 1-3, 5-7,9 in N11a; no Post IW",0
6946,v961270,DK,8
12187,v961271,Very certain,1
21933,v961271,pretty certain,3
31864,v961271,Not very certain,5
41562,v961271,"Inap, 9 in N11a; 7,8,9 in N11aa; no Post IW",0
51245,v961271,DK,8
12188,v961272,"Liberal  (1/2/3,0; 0/4/8,1)",1
21934,v961272,"Moderate (0/4/8,3; 4,7/8/9)",3
31865,v961272,"Conservative (5/6/7,0; 0/4/8,5)",5
41563,v961272,"Refuses to choose (0/8,7)",7
51246,v961272,"Inap, no Post IW",0
6947,v961272,"DK (0/8,8)",8
7709,v961272,"NA to entire question series (NA in N11a) or NA to follow-up 
question N11aa (0/8,9)",9
12189,v961273,Extremely liberal,1
21935,v961273,Liberal,2
31866,v961273,Slightly liberal,3
41564,v961273,Moderate,4
51247,v961273,Slightly conservative,5
6948,v961273,Conservative,6
7714,v961273,Extremely conservative,7
8569,v961273,"Inap, no Post IW",0
9295,v961273,DK,8
12190,v961274,Very certain,1
21936,v961274,Pretty certain,3
31867,v961274,Not very certain,5
41565,v961274,"Inap, 8,9 in N11b; no Post IW",0
51248,v961274,DK,8
12191,v961275,Extremely liberal,1
21937,v961275,Liberal,2
31868,v961275,Slightly liberal,3
41566,v961275,Moderate,4
51249,v961275,Slightly conservative,5
6949,v961275,Conservative,6
7715,v961275,Extremely conservative,7
8570,v961275,"Inap, no Post IW",0
9296,v961275,DK,8
12192,v961276,Very certain,1
21938,v961276,Pretty certain,3
31869,v961276,Not very certain,5
41567,v961276,"Inap, 8,9 in N11c; no Post IW",0
51250,v961276,DK,8
12193,v961277,Extremely liberal,1
21939,v961277,Liberal,2
31870,v961277,Slightly liberal,3
41568,v961277,Moderate,4
51251,v961277,Slightly conservative,5
6950,v961277,Conservative,6
7716,v961277,Extremely conservative,7
8571,v961277,"Inap, 7,8,9 in N11x; no Democratic House candidate (type 
race 24); Washington DC; no Post IW",0
9297,v961277,DK,8
12194,v961278,Very certain,1
21940,v961278,Pretty certain,3
31871,v961278,Not very certain,5
41569,v961278,"Inap, 8,9 in N11e; 7,8,9 in N11x; no Democratic House 
candidate (type race 24); Washington DC; no Post IW",0
12195,v961279,Extremely liberal,1
21941,v961279,Liberal,2
31872,v961279,Slightly liberal,3
41570,v961279,Moderate,4
51252,v961279,Slightly conservative,5
6951,v961279,Conservative,6
7717,v961279,Extremely conservative,7
8572,v961279,"Inap, 7,8,9 in N11x; no Republican House candidate (type 
race 14); Washington DC; no Post IW",0
9298,v961279,DK,8
12196,v961280,Very certain,1
21942,v961280,Pretty certain,3
31873,v961280,Not very certain,5
41571,v961280,"Inap, 8,9 in N11f; 7,8,9 in N11x; no Republican House 
candidate (type race 14); Washington DC; no Post IW",0
51253,v961280,DK,8
12197,v961281,Much more,1
21943,v961281,Somewhat more,2
31874,v961281,About right,3
41572,v961281,Less than should,4
51254,v961281,Don't pay at all (VOL),7
6952,v961281,"Inap, no Post IW",0
7718,v961281,DK,8
12198,v961282,"Yes, have an opinion",1
21944,v961282,"No, no opinion",5
31875,v961282,Haven't thought much about this,7
41573,v961282,"Inap, no Post IW",0
12199,v961283,Should not be cut,1
21945,v961283,Should be cut by 10%,2
31876,v961283,Should be cut by 15%,3
41574,v961283,Should be cut by 20%,4
51255,v961283,Should be cut by 30%,5
6953,v961283,Should be cut by more than 30%,6
7719,v961283,"Inap, 5,7,8,9 in N13; no Post IW",0
8573,v961283,DK,8
12200,v961284,Should not be cut,1
21946,v961284,Should be cut by 10%,2
31877,v961284,Should be cut by 15%,3
41575,v961284,Should be cut by 20%,4
51256,v961284,Should be cut by 30%,5
6954,v961284,Should be cut by more than 30%,6
7720,v961284,"Inap, 5,7,8,9 in N13; no Post IW",0
8574,v961284,DK,8
12201,v961285,Should not be cut,1
21947,v961285,Should be cut by 10%,2
31878,v961285,Should be cut by 15%,3
41576,v961285,Should be cut by 20%,4
51257,v961285,Should be cut by 30%,5
6955,v961285,Should be cut by more than 30%,6
7721,v961285,"Inap, 5,7,8,9 in N13; no Post IW",0
8575,v961285,DK,8
12202,v961286,Should not be cut,1
21948,v961286,Should be cut by 10%,2
31879,v961286,Should be cut by 15%,3
41577,v961286,Should be cut by 20%,4
51258,v961286,Should be cut by 30%,5
6956,v961286,Should be cut by more than 30%,6
7722,v961286,"Inap, 5,7,8,9 in N13; no Post IW",0
8576,v961286,DK,8
12203,v961287,Yes,1
21949,v961287,No,5
31880,v961287,"Inap, 5,7,8,9 in N13; no Post IW",0
41578,v961287,DK,8
12204,v961288,Would happen,1
21950,v961288,Would not happen,5
31881,v961288,"Inap, 5,8,9 in N15; 5,7,8,9 in N13; no Post IW",0
41579,v961288,DK,8
12205,v961289,Would happen,1
21951,v961289,Would not happen,5
31882,v961289,"Inap 5,8,9 in N15; 5,7,8,9 in N13; no Post IW",0
41580,v961289,DK,8
12206,v961290,Would happen,1
21952,v961290,Would not happen,5
31883,v961290,"Inap 5,8,9 in N15; 5,7,8,9 in N13; no Post IW",0
41581,v961290,DK,8
12207,v961291,Would happen,1
21953,v961291,Would not happen,5
31884,v961291,"Inap 5,8,9 in N15; 5,7,8,9 in N13; no Post IW",0
41582,v961291,DK,8
12208,v961292,Would happen,1
21954,v961292,Would not happen,5
31885,v961292,"Inap 5,8,9 in N15; 5,7,8,9 in N13; no Post IW",0
41583,v961292,DK,8
12209,v961293,Would happen,1
21955,v961293,Would not happen,5
31886,v961293,"Inap 5,8,9 in N15; 5,7,8,9 in N13; no Post IW",0
41584,v961293,DK,8
12210,v961294,Mentioned/marked,1
21956,v961294,Not mentioned/marked,5
31887,v961294,"Inap, no Post IW",0
41585,v961294,Refused entire series,8
51259,v961294,DK/NA to entire series,9
12211,v961295,Mentioned/marked,1
21957,v961295,Not mentioned/marked,5
31888,v961295,"Inap, no Post IW",0
41586,v961295,Refused entire series,8
51260,v961295,DK/NA to entire series,9
12212,v961296,Mentioned/marked,1
21958,v961296,Not mentioned/marked,5
31889,v961296,"Inap, no Post IW",0
41587,v961296,Refused entire series,8
51261,v961296,DK/NA to entire series,9
12213,v961297,Mentioned/marked,1
21959,v961297,Not mentioned/marked,5
31890,v961297,"Inap, no Post IW",0
41588,v961297,Refused entire series,8
51262,v961297,DK/NA to entire series,9
12214,v961298,Mentioned/marked,1
21960,v961298,Not mentioned/marked,5
31891,v961298,"Inap, no Post IW",0
41589,v961298,Refused entire series,8
51263,v961298,DK/NA to entire series,9
12215,v961299,Mentioned/marked,1
21961,v961299,Not mentioned/marked,5
31892,v961299,"Inap, no Post IW",0
41590,v961299,Refused entire series,8
51264,v961299,DK/NA to entire series,9
12216,v961300,Mentioned/marked,1
21962,v961300,Not mentioned/marked,5
31893,v961300,"Inap, no Post IW",0
41591,v961300,Refused entire series,8
51265,v961300,DK/NA to entire series,9
12217,v961301,Mentioned/marked,1
21963,v961301,Not mentioned/marked,5
31894,v961301,"Inap, no Post IW",0
41592,v961301,Refused entire series,8
51266,v961301,DK/NA to entire series,9
12218,v961302,Mentioned/marked,1
21964,v961302,Not mentioned/marked,5
31895,v961302,"Inap, no Post IW",0
41593,v961302,Refused entire series,8
51267,v961302,DK/NA to entire series,9
12219,v961303,Mentioned/marked,1
21965,v961303,Not mentioned/marked,5
31896,v961303,"Inap, no Post IW",0
41594,v961303,Refused entire series,8
51268,v961303,DK/NA to entire series,9
12220,v961304,Mentioned/marked,1
21966,v961304,Not mentioned/marked,5
31897,v961304,"Inap, no Post IW",0
41595,v961304,Refused entire series,8
51269,v961304,DK/NA to entire series,9
12221,v961305,Mentioned/marked,1
21967,v961305,Not mentioned/marked,5
31898,v961305,"Inap, no Post IW",0
41596,v961305,Refused entire series,8
51270,v961305,DK/NA to entire series,9
12222,v961306,Mentioned/marked,1
21968,v961306,Not mentioned/marked,5
31899,v961306,"Inap, no Post IW",0
41597,v961306,Refused entire series,8
51271,v961306,DK/NA to entire series,9
12223,v961307,Mentioned/marked,1
21969,v961307,Not mentioned/marked,5
31900,v961307,"Inap, no Post IW",0
41598,v961307,Refused entire series,8
51272,v961307,DK/NA to entire series,9
12224,v961308,Mentioned/marked,1
21970,v961308,Not mentioned/marked,5
31901,v961308,"Inap, no Post IW",0
41599,v961308,Refused entire series,8
51273,v961308,DK/NA to entire series,9
12225,v961309,Mentioned/marked,1
21971,v961309,Not mentioned/marked,5
31902,v961309,"Inap, no Post IW",0
41600,v961309,Refused entire series,8
51274,v961309,DK/NA to entire series,9
12226,v961310,Mentioned/marked,1
21972,v961310,Not mentioned/marked,5
31903,v961310,"Inap, no Post IW",0
41601,v961310,Refused entire series,8
51275,v961310,DK/NA to entire series,9
12227,v961311,Hardworking,1
21973,v961311,2,2
31904,v961311,3,3
41602,v961311,4,4
51276,v961311,5,5
6957,v961311,6,6
7723,v961311,Lazy,7
8577,v961311,"Inap, no Post IW",0
9299,v961311,DK,8
12228,v961312,Hardworking,1
21974,v961312,2,2
31905,v961312,3,3
41603,v961312,4,4
51277,v961312,5,5
6958,v961312,6,6
7724,v961312,Lazy,7
8578,v961312,"Inap, no Post IW",0
9300,v961312,DK,8
12229,v961313,Hardworking,1
21975,v961313,2,2
31906,v961313,3,3
41604,v961313,4,4
51278,v961313,5,5
6959,v961313,6,6
7725,v961313,Lazy,7
8579,v961313,"Inap, no Post IW",0
9301,v961313,DK,8
12230,v961314,Intelligent,1
21976,v961314,2,2
31907,v961314,3,3
41605,v961314,4,4
51279,v961314,5,5
6960,v961314,6,6
7726,v961314,Unintelligent,7
8580,v961314,"Inap, no Post IW",0
9302,v961314,DK,8
12231,v961315,Intelligent,1
21977,v961315,2,2
31908,v961315,3,3
41606,v961315,4,4
51280,v961315,5,5
6961,v961315,6,6
7727,v961315,Unintelligent,7
8581,v961315,"Inap, no Post IW",0
9303,v961315,DK,8
12232,v961316,Intelligent,1
21978,v961316,2,2
31909,v961316,3,3
41607,v961316,4,4
51281,v961316,5,5
6962,v961316,6,6
7728,v961316,Unintelligent,7
8582,v961316,"Inap, no Post IW",0
9304,v961316,DK,8
12233,v961317,Trustworthy,1
21979,v961317,2,2
31910,v961317,3,3
41608,v961317,4,4
51282,v961317,5,5
6963,v961317,6,6
7729,v961317,Untrustworthy,7
8583,v961317,"Inap, no Post IW",0
9305,v961317,DK,8
12234,v961318,Trustworthy,1
21980,v961318,2,2
31911,v961318,3,3
41609,v961318,4,4
51283,v961318,5,5
6964,v961318,6,6
7730,v961318,Untrustworthy,7
8584,v961318,"Inap, no Post IW",0
9306,v961318,DK,8
12235,v961319,Trustworthy,1
21981,v961319,2,2
31912,v961319,3,3
41610,v961319,4,4
51284,v961319,5,5
6965,v961319,6,6
7731,v961319,Untrustworthy,7
8585,v961319,"Inap, no Post IW",0
9307,v961319,DK,8
12236,v961320,Reduce differences between rich and poor,1
21982,v961320,2,2
31913,v961320,3,3
41611,v961320,4,4
51285,v961320,5,5
6966,v961320,6,6
7732,v961320,Govt should not concern itself,7
8586,v961320,Haven't thought much about it,0
9308,v961320,DK,8
10223,v961320,"NA; Inap, no Post IW",9
12237,v961321,Favor,1
21983,v961321,Oppose,5
31914,v961321,"Inap, no Post IW",0
41612,v961321,DK,8
12238,v961322,Favor strongly,1
21984,v961322,Favor not strongly,2
31915,v961322,Oppose strongly,4
41613,v961322,Oppose not strongly,5
51286,v961322,"Inap, 8,9 in Q1; no Post IW",0
6967,v961322,DK,8
12239,v961323,Favor,1
21985,v961323,Oppose,5
31916,v961323,"Inap, no Post IW",0
41614,v961323,DK,8
12240,v961324,Favor strongly,1
21986,v961324,Favor not strongly,2
31917,v961324,Oppose not strongly,4
41615,v961324,Oppose strongly,5
51287,v961324,"Inap, 8,9 in Q2; no Post IW",0
6968,v961324,DK,8
12241,v961325,Increased a lot,1
21987,v961325,Increased a little,2
31918,v961325,Left the same as it is now,3
51288,v961325,Decreased a lot,5
6969,v961325,"Inap, no Post IW",0
7733,v961325,DK,8
12242,v961326,Eligible as soon as they come here,1
21988,v961326,Have to wait a year,5
31919,v961326,"Inap, no Post IW",0
41616,v961326,DK,8
12243,v961327,Favor,1
21989,v961327,Oppose,5
31920,v961327,Haven't thought much about this,0
41617,v961327,DK,8
51289,v961327,"NA; Inap, no Post IW",9
12244,v961328,ABC World News Tonight,1
21990,v961328,NBC Nightly News,2
31921,v961328,The CBS Evening News,3
